Cluster,Species1,Species2,Mean_Syn,SD_Syn,Mean_Nonsyn,SD_Nonsyn,No_of_Codon,dNdS,Species1_num_copies,Species2_num_copies,Mean_Syn_count,SD_Syn_count,Mean_Nonsyn_count,SD_Nonsyn_count,Family,mean_dNdS,mean_dN,mean_dS,frac_below1,frac_above1,selection
MAGEB5,PanTro,PonAbe,0.0348,,0.027,,240,0.7755,1,1,7.0,,14.0,,MAGEB,0.9210454463792205,0.026836121374999997,0.03496178299199999,0.6961,0.3039,nonsignificant
MAGEB5,PanTro,MacFas,0.0443,,0.0658,,240,1.4864,1,1,9.0,,34.0,,MAGEB,1.6963103230229855,0.065563958018,0.044391212607,0.1339,0.8661,nonsignificant
MAGEB5,HomSap,PanPan,0.0049,,0.0058,,240,1.18,1,1,1.0,,3.0,,MAGEB,0.9046231442638103,0.0058208439919999995,0.005029278803,0.403,0.597,nonsignificant
MAGEB5,HomSap,GorGor,0.0098,,0.0097,,240,0.9881,1,1,2.0,,5.0,,MAGEB,1.1500577816685436,0.009692323548,0.00978153476,0.4788,0.5212,nonsignificant
MAGEB5,HomSap,PonPyg,0.0298,,0.0347,,240,1.164,1,1,6.0,,18.0,,MAGEB,1.4407116265722903,0.034570622524,0.029869279891999997,0.3697,0.6302,nonsignificant
MAGEB5,HomSap,PonAbe,0.0298,,0.0308,,240,1.0353,1,1,6.0,,16.0,,MAGEB,1.2815623458850456,0.030716899174,0.029856865865999997,0.4685,0.5315,nonsignificant
MAGEB5,HomSap,MacFas,0.0393,,0.0658,,240,1.6741,1,1,8.0,,34.0,,MAGEB,1.961811120747121,0.06562940201900001,0.039331946219000005,0.0788,0.9212,nonsignificant
MAGEB5,PanPan,GorGor,0.0147,,0.0078,,240,0.5267,1,1,3.0,,4.0,,MAGEB,0.682998407424726,0.007753904494,0.014798799286,0.7705,0.2295,nonsignificant
MAGEB5,PanPan,PonPyg,0.0348,,0.0328,,240,0.9417,1,1,7.0,,17.0,,MAGEB,1.1211805335486276,0.032638574486,0.034961714405,0.5452,0.4548,nonsignificant
MAGEB5,PanPan,PonAbe,0.0348,,0.0289,,240,0.8314,1,1,7.0,,15.0,,MAGEB,0.9897027592910214,0.028785157747000006,0.034947167423,0.6444,0.3555,nonsignificant
MAGEB5,PanPan,MacFas,0.0443,,0.0639,,240,1.4435,1,1,9.0,,33.0,,MAGEB,1.649077794555733,0.06368418947700001,0.044372998022,0.1534,0.8466,nonsignificant
MAGEB5,GorGor,PonPyg,0.0297,,0.0328,,240,1.1041,1,1,6.0,,17.0,,MAGEB,1.3629946668704702,0.032725228685999995,0.029754993998,0.4094,0.5904,nonsignificant
MAGEB5,GorGor,PonAbe,0.0297,,0.029,,240,0.9748,1,1,6.0,,15.0,,MAGEB,1.2020328235545898,0.028866470705,0.029742692948999998,0.5119,0.488,nonsignificant
MAGEB5,GorGor,MacFas,0.0392,,0.0601,,240,1.533,1,1,8.0,,31.0,,MAGEB,1.8006061049387856,0.059910039506,0.039188779498999994,0.1234,0.8766,nonsignificant
MAGEB5,PonPyg,PonAbe,0.0,,0.0038,,240,inf,1,1,0.0,,2.0,,MAGEB,,0.003844181059,0.0,0.0,1.0,positive
MAGEB5,PonPyg,MacFas,0.0298,,0.0771,,240,2.589,1,1,6.0,,40.0,,MAGEB,3.2460201563115656,0.07692781184800002,0.029715220096,0.0054,0.9946,positive
MAGEB5,PonAbe,MacFas,0.0298,,0.0733,,240,2.461,1,1,6.0,,38.0,,MAGEB,3.0853776928430277,0.07307990500900001,0.029702888396000004,0.0083,0.9916,positive
MAGEB6,PanTro,HomSap,0.0495,0.0434,0.0638,0.0569,361,1.2887,1,2,15.8333,13.9064,48.6667,43.3692,MAGEB,1.3379111371705075,0.063867148709,0.0494984513225,0.1085,0.8915,nonsignificant
MAGEB6,PanTro,PanPan,0.0383,0.0542,0.058,0.0783,361,1.5127,1,2,12.3333,17.442,44.1667,59.6327,MAGEB,1.5760376874763031,0.058051517774,0.038316259039,0.0209,0.9791,positive
MAGEB6,PanTro,GorGor,0.0431,0.0388,0.0724,0.0487,361,1.6793,1,2,13.8333,12.4922,55.1667,37.0053,MAGEB,1.7506560147352954,0.072451433789,0.043073387935,0.0051,0.9949,positive
MAGEB6,PanTro,PonPyg,0.0644,0.0425,0.0785,0.035,361,1.2199,1,2,20.5833,13.5529,59.9167,26.7522,MAGEB,1.2515525810284693,0.078534537754,0.064390368915,0.1349,0.8651,nonsignificant
MAGEB6,PanTro,PonAbe,0.0644,0.0425,0.0792,0.0359,361,1.229,1,2,20.5833,13.5529,60.4167,27.4593,MAGEB,1.2620025863646922,0.079159005813,0.064409537165,0.1303,0.8697,nonsignificant
MAGEB6,PanTro,SymSyn,0.059,0.0434,0.0853,0.0264,361,1.4446,1,2,18.8333,13.9064,65.1667,20.0347,MAGEB,1.495203553095208,0.08532124690300001,0.058999598976999995,0.0277,0.9723,positive
MAGEB6,PanTro,MacFas,0.0864,0.0106,0.1001,0.0044,361,1.1586,1,2,27.5833,3.4177,76.4167,3.4177,MAGEB,1.1876214125763085,0.10018297818400002,0.086248609518,0.1853,0.8147,nonsignificant
MAGEB6,HomSap,PanPan,0.0462,0.0374,0.0639,0.0499,361,1.3824,2,2,14.8333,12.0015,48.6667,38.0019,MAGEB,1.4281721842832453,0.06396098028475,0.04620309788075,0.0433,0.9567,positive
MAGEB6,HomSap,GorGor,0.0447,0.0396,0.0635,0.0477,361,1.4218,2,2,14.3333,12.6813,48.4167,36.3159,MAGEB,1.4705078972710626,0.06363453501275,0.044661022280000004,0.0286,0.9714,positive
MAGEB6,HomSap,PonPyg,0.0657,0.0311,0.0701,0.0368,361,1.0659,2,2,21.0833,9.9949,53.4167,28.0537,MAGEB,1.0882157792891503,0.07012796569475001,0.06581877989625,0.3515,0.6485,nonsignificant
MAGEB6,HomSap,PonAbe,0.0689,0.0278,0.072,0.035,361,1.0456,2,2,22.0833,8.9261,54.9167,26.6877,MAGEB,1.066928097498654,0.07207737900875001,0.06894057788775,0.3906,0.6094,nonsignificant
MAGEB6,HomSap,SymSyn,0.0649,0.0271,0.0786,0.0325,361,1.2115,2,2,20.7083,8.6371,60.0417,24.8314,MAGEB,1.2426498983502527,0.07869318041224999,0.0648602895145,0.1373,0.8627,nonsignificant
MAGEB6,HomSap,MacFas,0.0813,0.0227,0.0934,0.0285,361,1.1491,2,2,26.0,7.2623,71.25,21.7841,MAGEB,1.172315685432596,0.09355768307925,0.08122896278875,0.1703,0.8297,nonsignificant
MAGEB6,PanPan,GorGor,0.0438,0.0385,0.0715,0.0436,361,1.631,2,2,14.0833,12.3899,54.4167,33.189,MAGEB,1.6884216822690683,0.07154829124875,0.04378614031325,0.0041,0.9959,positive
MAGEB6,PanPan,PonPyg,0.064,0.0344,0.0747,0.0335,361,1.1667,2,2,20.5833,11.0659,56.9167,25.5062,MAGEB,1.194310576844782,0.07476495672274999,0.06409344939674999,0.1866,0.8134,nonsignificant
MAGEB6,PanPan,PonAbe,0.0672,0.0313,0.0767,0.0314,361,1.1414,2,2,21.5833,10.0448,58.4167,23.9399,MAGEB,1.167595019730923,0.07671761381674999,0.067200447359,0.2199,0.7801,nonsignificant
MAGEB6,PanPan,SymSyn,0.0643,0.0292,0.0801,0.0305,361,1.2457,2,2,20.5833,9.3546,61.1667,23.2865,MAGEB,1.2795686789774894,0.08018189709074999,0.06429373454000001,0.1053,0.8947,nonsignificant
MAGEB6,PanPan,MacFas,0.0799,0.024,0.0959,0.0279,361,1.1999,2,2,25.625,7.6864,73.125,21.2687,MAGEB,1.2241105662901308,0.09605336076149999,0.079875486763,0.1074,0.8926,nonsignificant
MAGEB6,GorGor,PonPyg,0.0626,0.0332,0.0717,0.0375,361,1.147,2,2,20.0833,10.6462,54.6667,28.5926,MAGEB,1.1724273013287998,0.071782235348,0.06259648978599999,0.2009,0.7991,nonsignificant
MAGEB6,GorGor,PonAbe,0.0657,0.0292,0.073,0.0348,361,1.1121,2,2,21.0833,9.3695,55.6667,26.5306,MAGEB,1.1360586856186847,0.0730791501145,0.06570441332525,0.2508,0.7492,nonsignificant
MAGEB6,GorGor,SymSyn,0.062,0.0275,0.0801,0.0301,361,1.2913,2,2,19.8333,8.796,61.1667,22.9984,MAGEB,1.3260525898952928,0.08019173549224999,0.06201793214649999,0.0706,0.9294,nonsignificant
MAGEB6,GorGor,MacFas,0.0796,0.0263,0.0944,0.0289,361,1.1858,2,2,25.5,8.381,72.0,22.0584,MAGEB,1.2089529269103474,0.09455720571250001,0.07956587417625,0.1172,0.8828,nonsignificant
MAGEB6,PonPyg,PonAbe,0.0517,0.0527,0.0504,0.0545,361,0.9748,2,2,16.5833,16.9184,38.4167,41.5252,MAGEB,1.0019261052666857,0.05042686247125,0.05166096257675,0.5431,0.4569,nonsignificant
MAGEB6,PonPyg,SymSyn,0.0723,0.0296,0.0719,0.0308,361,0.9953,2,2,23.0833,9.499,54.9167,23.5751,MAGEB,1.0149919007941806,0.07191334232025,0.07219816910375,0.5058,0.4942,nonsignificant
MAGEB6,PonPyg,MacFas,0.0885,0.0237,0.0845,0.0313,361,0.9546,2,2,28.3333,7.5865,64.4167,23.8939,MAGEB,0.9709974836300335,0.08454502822525001,0.088402672228,0.6106,0.3894,nonsignificant
MAGEB6,PonAbe,SymSyn,0.0738,0.0287,0.0732,0.0298,361,0.9913,2,2,23.5833,9.1899,55.9167,22.7793,MAGEB,1.0106302643705858,0.07319513899975,0.073781893241,0.5158,0.4842,nonsignificant
MAGEB6,PonAbe,MacFas,0.0905,0.0228,0.0853,0.0309,361,0.9425,2,2,28.9583,7.273,65.0417,23.568,MAGEB,0.9580876807953882,0.085337417707,0.09036539596099999,0.6455,0.3545,nonsignificant
MAGEB6,SymSyn,MacFas,0.0927,0.0279,0.086,0.0281,361,0.9275,2,2,29.5417,8.925,65.7083,21.459,MAGEB,0.9444337885271765,0.08605689989225,0.09259879183974999,0.6814,0.3186,nonsignificant
MAGEC1,PanTro,HomSap,0.0232,,0.0113,,498,0.4867,1,1,10.0,,12.0,,MAGEB,0.5528640809270905,0.011262863091,0.023062872489,0.9319,0.0681,nonsignificant
MAGEC1,PanTro,PanPan,0.0046,,0.0,,498,0.0,1,1,2.0,,0.0,,MAGEB,0.0,0.0,0.004591013255,0.8655,0.1345,nonsignificant
MAGEC1,PanTro,GorGor,0.03,,0.0113,,498,0.3765,1,1,13.0,,12.0,,MAGEB,0.4106042547233171,0.011318819421,0.029940148974,0.9868,0.0132,purifying
MAGEC1,PanTro,PonPyg,0.0662,0.0049,0.0559,0.0048,498,0.8446,1,3,28.6111,2.1104,59.3889,5.0452,MAGEB,0.8683311387942294,0.055900356953666665,0.06616043299233333,0.794,0.206,nonsignificant
MAGEC1,PanTro,PonAbe,0.0708,0.0072,0.0556,0.0042,498,0.7863,1,3,30.5556,3.1195,59.1111,4.4545,MAGEB,0.8067236696458485,0.05558277324000001,0.070739439257,0.8774,0.1226,nonsignificant
MAGEC1,PanTro,SymSyn,0.0604,,0.0348,,498,0.5755,1,1,26.0,,37.0,,MAGEB,0.5966629326088533,0.034725823168,0.060484716003,0.9817,0.0183,purifying
MAGEC1,PanTro,MacFas,0.099,0.0101,0.0737,0.0052,498,0.7445,1,4,42.75,4.3493,78.25,5.5603,MAGEB,0.7571190463864051,0.0736608376935,0.09903797159800001,0.9538,0.0462,purifying
MAGEC1,HomSap,PanPan,0.0278,,0.0113,,498,0.4056,1,1,12.0,,12.0,,MAGEB,0.4489591051192153,0.011262863091,0.027678819736999996,0.9777,0.0223,purifying
MAGEC1,HomSap,GorGor,0.0302,,0.0113,,498,0.3736,1,1,13.0,,12.0,,MAGEB,0.4070159720941617,0.011297517290000001,0.030178199311999998,0.9899,0.0101,purifying
MAGEC1,HomSap,PonPyg,0.0636,0.0025,0.0548,0.0052,498,0.8618,1,3,27.3333,1.0408,58.3333,5.4848,MAGEB,0.8870879367664151,0.05482450788133333,0.06361190665533333,0.7602,0.2398,nonsignificant
MAGEC1,HomSap,PonAbe,0.0675,0.0042,0.0532,0.0038,498,0.7882,1,3,29.0,1.8028,56.6667,4.0723,MAGEB,0.8099255568020394,0.05320606248933333,0.06756214301366666,0.8694,0.1306,nonsignificant
MAGEC1,HomSap,SymSyn,0.0596,,0.0352,,498,0.5902,1,1,25.5,,37.5,,MAGEB,0.6110474483622674,0.035126045631,0.05971667522500001,0.9766,0.0234,purifying
MAGEC1,HomSap,MacFas,0.0949,0.0113,0.0768,0.0039,498,0.8097,1,4,40.75,4.8563,81.75,4.1932,MAGEB,0.8239091266862816,0.076784651327,0.09498313287925,0.8865,0.1135,nonsignificant
MAGEC1,PanPan,GorGor,0.0347,,0.0113,,498,0.3263,1,1,15.0,,12.0,,MAGEB,0.3511345091743492,0.011318819421,0.034537555366,0.9965,0.0035,purifying
MAGEC1,PanPan,PonPyg,0.0708,0.0049,0.0559,0.0048,498,0.7894,1,3,30.6111,2.1104,59.3889,5.0452,MAGEB,0.8104741255349843,0.055900356953666665,0.07076556392399999,0.8797,0.1203,nonsignificant
MAGEC1,PanPan,PonAbe,0.0754,0.0072,0.0556,0.0042,498,0.738,1,3,32.5556,3.1195,59.1111,4.4545,MAGEB,0.7561374148705204,0.05558277324000001,0.07534814873433333,0.9335,0.0665,nonsignificant
MAGEC1,PanPan,SymSyn,0.0651,,0.0348,,498,0.5344,1,1,28.0,,37.0,,MAGEB,0.5526019836458829,0.034725823168,0.065109964632,0.9922,0.0078,purifying
MAGEC1,PanPan,MacFas,0.1036,0.0101,0.0737,0.0052,498,0.7112,1,4,44.75,4.3493,78.25,5.5603,MAGEB,0.722930388711701,0.0736608376935,0.103644305358,0.9769,0.0231,purifying
MAGEC1,GorGor,PonPyg,0.0626,0.0013,0.0552,0.0047,498,0.8824,1,3,27.0,0.5,58.6667,5.0083,MAGEB,0.9072136394945066,0.055233709848,0.06263134987766668,0.7295,0.2705,nonsignificant
MAGEC1,GorGor,PonAbe,0.0657,0.0029,0.0543,0.0038,498,0.8256,1,3,28.3333,1.2583,57.6667,4.0723,MAGEB,0.847542798579878,0.05423096808166667,0.06579943088333333,0.8235,0.1765,nonsignificant
MAGEC1,GorGor,SymSyn,0.0628,,0.0319,,498,0.5083,1,1,27.0,,34.0,,MAGEB,0.5243471032385377,0.031901819638,0.063029160757,0.9937,0.0063,purifying
MAGEC1,GorGor,MacFas,0.0997,0.0106,0.0741,0.0039,498,0.7434,1,4,43.0,4.5461,78.75,4.1932,MAGEB,0.7552629738376755,0.07409927838850001,0.099850356843,0.9559,0.0441,purifying
MAGEC1,PonPyg,PonAbe,0.029,0.0237,0.0314,0.024,498,1.0806,3,3,12.5,10.198,33.3889,25.5365,MAGEB,1.1246697354718274,0.031357069765111115,0.028994882109444443,0.3628,0.6372,nonsignificant
MAGEC1,PonPyg,SymSyn,0.0661,0.0066,0.0576,0.0063,498,0.8718,3,1,28.3333,2.8868,61.3333,6.6583,MAGEB,0.8971761594802189,0.05753957326766666,0.065907612006,0.7474,0.2526,nonsignificant
MAGEC1,PonPyg,MacFas,0.1112,0.0111,0.0923,0.005,498,0.8293,3,4,47.9028,4.7839,98.0972,5.2865,MAGEB,0.8402596123680447,0.09216982274575,0.11122205956299999,0.8979,0.1021,nonsignificant
MAGEC1,PonAbe,SymSyn,0.0684,0.0088,0.0566,0.0052,498,0.8273,3,1,29.3333,3.7859,60.3333,5.5076,MAGEB,0.8501127019245236,0.05653910661866668,0.06830358841566667,0.8251,0.1749,nonsignificant
MAGEC1,PonAbe,MacFas,0.1156,0.0115,0.0906,0.004,498,0.7839,3,4,49.7222,4.9693,96.3611,4.2318,MAGEB,0.7934067131566211,0.090457571015,0.11555769282416666,0.9484,0.0516,nonsignificant
MAGEC1,SymSyn,MacFas,0.0968,0.0055,0.0763,0.0038,498,0.788,1,4,41.5,2.3805,81.25,4.0311,MAGEB,0.8006724696384293,0.07620152062675,0.09691231879550001,0.9139,0.0861,nonsignificant
MAGEC2,PanTro,HomSap,0.0064,,0.019,,367,2.9737,1,1,2.0,,15.0,,MAGEB,3.4266418062500406,0.019054774621,0.006386955599,0.0381,0.9618,positive
MAGEC2,PanTro,PanPan,0.0,,0.0013,,367,inf,1,1,0.0,,1.0,,MAGEB,,0.0012692789260000002,0.0,0.0,1.0,positive
MAGEC2,PanTro,GorGor,0.0096,,0.0266,,367,2.7714,1,1,3.0,,21.0,,MAGEB,3.619264904553264,0.026693844180999998,0.009554343584000001,0.023,0.977,positive
MAGEC2,PanTro,PonPyg,0.0384,,0.0317,,367,0.8268,1,1,12.0,,25.0,,MAGEB,0.9141164971919379,0.031750046685,0.038250201808,0.6974,0.3026,nonsignificant
MAGEC2,PanTro,PonAbe,0.0384,,0.0317,,367,0.8268,1,1,12.0,,25.0,,MAGEB,0.9141164971919379,0.031750046685,0.038250201808,0.6974,0.3026,nonsignificant
MAGEC2,PanTro,SymSyn,0.0449,,0.0431,,367,0.9588,1,1,14.0,,34.0,,MAGEB,1.033780149127093,0.043122639778999994,0.045118072977000004,0.5468,0.4532,nonsignificant
MAGEC2,PanTro,MacFas,0.0724,,0.0563,,367,0.7773,1,1,22.5,,44.5,,MAGEB,0.8121111394796535,0.056354178556,0.072532331556,0.8249,0.1751,nonsignificant
MAGEC2,HomSap,PanPan,0.0064,,0.0203,,367,3.1708,1,1,2.0,,16.0,,MAGEB,3.651296117183125,0.020323626778000002,0.0063886636019999995,0.028,0.972,positive
MAGEC2,HomSap,GorGor,0.0032,,0.0152,,367,4.7722,1,1,1.0,,12.0,,MAGEB,3.6712853463491513,0.015266960816999997,0.003150525217,0.0152,0.9848,positive
MAGEC2,HomSap,PonPyg,0.0319,,0.0229,,367,0.7175,1,1,10.0,,18.0,,MAGEB,0.8104443832902248,0.02285807706,0.031767610937,0.7879,0.2121,nonsignificant
MAGEC2,HomSap,PonAbe,0.0319,,0.0229,,367,0.7175,1,1,10.0,,18.0,,MAGEB,0.8104443832902248,0.02285807706,0.031767610937,0.7879,0.2121,nonsignificant
MAGEC2,HomSap,SymSyn,0.0384,,0.033,,367,0.8593,1,1,12.0,,26.0,,MAGEB,0.9382472918843582,0.032990948548,0.038589728766,0.6592,0.3408,nonsignificant
MAGEC2,HomSap,MacFas,0.0658,,0.0475,,367,0.7221,1,1,20.5,,37.5,,MAGEB,0.7574771173279916,0.04751774914600001,0.065895315935,0.8745,0.1255,nonsignificant
MAGEC2,PanPan,GorGor,0.0096,,0.0279,,367,2.9023,1,1,3.0,,22.0,,MAGEB,3.7895928366196427,0.027961370276000003,0.009556897217000001,0.0166,0.9834,positive
MAGEC2,PanPan,PonPyg,0.0384,,0.033,,367,0.8595,1,1,12.0,,26.0,,MAGEB,0.9503274832674109,0.033017908539,0.038260457465,0.6605,0.3395,nonsignificant
MAGEC2,PanPan,PonAbe,0.0384,,0.033,,367,0.8595,1,1,12.0,,26.0,,MAGEB,0.9503274832674109,0.033017908539,0.038260457465,0.6605,0.3395,nonsignificant
MAGEC2,PanPan,SymSyn,0.0449,,0.0443,,367,0.9867,1,1,14.0,,35.0,,MAGEB,1.0616708133013149,0.044387448638,0.045130965132,0.5124,0.4876,nonsignificant
MAGEC2,PanPan,MacFas,0.0725,,0.0576,,367,0.7944,1,1,22.5,,45.5,,MAGEB,0.8301157440606179,0.057615920263999996,0.07255179974800001,0.8069,0.1931,nonsignificant
MAGEC2,GorGor,PonPyg,0.0351,,0.0279,,367,0.7961,1,1,11.0,,22.0,,MAGEB,0.8947047880751022,0.027983149902,0.034949914875,0.7086,0.2914,nonsignificant
MAGEC2,GorGor,PonAbe,0.0351,,0.0279,,367,0.7961,1,1,11.0,,22.0,,MAGEB,0.8947047880751022,0.027983149902,0.034949914875,0.7086,0.2914,nonsignificant
MAGEC2,GorGor,SymSyn,0.0416,,0.0393,,367,0.9443,1,1,13.0,,31.0,,MAGEB,1.0263994728394823,0.039370755129000005,0.041790910384000006,0.5623,0.4377,nonsignificant
MAGEC2,GorGor,MacFas,0.0691,,0.0513,,367,0.7425,1,1,21.5,,40.5,,MAGEB,0.7777670975010325,0.051351421674,0.069136499312,0.8616,0.1384,nonsignificant
MAGEC2,PonPyg,PonAbe,0.0,,0.0,,367,,1,1,0.0,,0.0,,MAGEB,,0.0,0.0,0.0,1.0,purifying
MAGEC2,PonPyg,SymSyn,0.0639,,0.0292,,367,0.4565,1,1,20.0,,23.0,,MAGEB,0.4804975118900854,0.029271786630999996,0.06410906688899999,0.993,0.007,purifying
MAGEC2,PonPyg,MacFas,0.0834,,0.0482,,367,0.5775,1,1,26.0,,38.0,,MAGEB,0.5988303458873088,0.048186846501000004,0.08350095238500001,0.9825,0.0175,purifying
MAGEC2,PonAbe,SymSyn,0.0639,,0.0292,,367,0.4565,1,1,20.0,,23.0,,MAGEB,0.4804975118900854,0.029271786630999996,0.06410906688899999,0.993,0.007,purifying
MAGEC2,PonAbe,MacFas,0.0834,,0.0482,,367,0.5775,1,1,26.0,,38.0,,MAGEB,0.5988303458873088,0.048186846501000004,0.08350095238500001,0.9825,0.0175,purifying
MAGEC2,SymSyn,MacFas,0.0644,,0.0519,,367,0.8058,1,1,20.0,,41.0,,MAGEB,0.8481657342019077,0.051863615100999995,0.06442775093400001,0.7739,0.2261,nonsignificant
MAGEC3,PanTro,PanPan,0.0036,,0.0042,,327,1.1683,1,1,1.0,,3.0,,MAGEB,0.8866910004058354,0.004210182963,0.003664828418,0.4101,0.5899,nonsignificant
MAGEC3,PanTro,SymSyn,0.029,,0.0227,,327,0.7824,1,1,8.0,,16.0,,MAGEB,0.9065402672891882,0.022654881330999996,0.028930631672000003,0.697,0.303,nonsignificant
MAGEC3,PanTro,MacFas,0.0669,,0.0532,,327,0.7963,1,1,18.5,,37.5,,MAGEB,0.839016766191064,0.05328632941699999,0.06680685415999998,0.792,0.208,nonsignificant
MAGEC3,PanPan,SymSyn,0.0327,,0.0241,,327,0.738,1,1,9.0,,17.0,,MAGEB,0.8379953464273864,0.024067813043,0.032613006416000005,0.7574,0.2426,nonsignificant
MAGEC3,PanPan,MacFas,0.0705,,0.0546,,327,0.7746,1,1,19.5,,38.5,,MAGEB,0.8127210381505691,0.054690113470999994,0.070513167083,0.8318,0.1682,nonsignificant
MAGEC3,SymSyn,MacFas,0.0595,,0.0533,,327,0.8957,1,1,16.5,,37.5,,MAGEB,0.9507995748875785,0.053273895116,0.059531046124,0.6459,0.3541,nonsignificant
MAGEC3_2,HomSap,GorGor,0.0238,,0.0166,,643,0.7009,1,1,13.0,,23.0,,MAGEB,0.7669154946577048,0.016640833610999998,0.023739228143,0.8296,0.1704,nonsignificant
PanPan_PanTro_PonAbe_PonPyg_cluster1,PanTro,PanPan,0.0067,,0.0,,347,0.0,1,1,2.0,,0.0,,MAGEB,0.0,0.0,0.006712881541,0.868,0.132,nonsignificant
PanPan_PanTro_PonAbe_PonPyg_cluster1,PanTro,PonPyg,0.0335,,0.0175,,347,0.5221,1,1,10.0,,13.0,,MAGEB,0.5898979331402452,0.017477365725,0.033449159738,0.9195,0.0805,nonsignificant
PanPan_PanTro_PonAbe_PonPyg_cluster1,PanTro,PonAbe,0.0335,,0.0175,,347,0.5221,1,1,10.0,,13.0,,MAGEB,0.5898979331402452,0.017477365725,0.033449159738,0.9195,0.0805,nonsignificant
PanPan_PanTro_PonAbe_PonPyg_cluster1,PanPan,PonPyg,0.0268,,0.0175,,347,0.6526,1,1,8.0,,13.0,,MAGEB,0.769198008021803,0.017476978992,0.026743487112999998,0.8017,0.1983,nonsignificant
PanPan_PanTro_PonAbe_PonPyg_cluster1,PanPan,PonAbe,0.0268,,0.0175,,347,0.6526,1,1,8.0,,13.0,,MAGEB,0.769198008021803,0.017476978992,0.026743487112999998,0.8017,0.1983,nonsignificant
PanPan_PanTro_PonAbe_PonPyg_cluster1,PonPyg,PonAbe,0.0,,0.0,,347,,1,1,0.0,,0.0,,MAGEB,,0.0,0.0,0.0,1.0,purifying
PonAbe_PonPyg_SymSyn_cluster1,PonPyg,PonAbe,0.0,,0.0061,,308,inf,1,1,0.0,,4.0,,MAGEB,,0.006078650207,0.0,0.0,1.0,positive
PonAbe_PonPyg_SymSyn_cluster1,PonPyg,SymSyn,0.0151,,0.0303,,308,2.0106,1,1,4.0,,20.0,,MAGEB,2.644732438635136,0.030347256725,0.01514261292,0.0741,0.9259,nonsignificant
PonAbe_PonPyg_SymSyn_cluster1,PonAbe,SymSyn,0.0151,,0.0273,,308,1.8048,1,1,4.0,,18.0,,MAGEB,2.373984449392914,0.027280311837,0.015171194214000002,0.1146,0.8854,nonsignificant
PonAbe_PonPyg_SymSyn_cluster2,PonPyg,PonAbe,0.0064,,0.0,,373,0.0,1,1,2.0,,0.0,,MAGEB,0.0,0.0,0.006375877345,0.8593,0.1407,nonsignificant
PonAbe_PonPyg_SymSyn_cluster2,PonPyg,SymSyn,0.0446,,0.0273,,373,0.6124,1,1,14.0,,22.0,,MAGEB,0.6653513318024248,0.027324955434000004,0.044690378525999996,0.9038,0.0962,nonsignificant
PonAbe_PonPyg_SymSyn_cluster2,PonAbe,SymSyn,0.0446,,0.0273,,373,0.6124,1,1,14.0,,22.0,,MAGEB,0.664408179052577,0.027324955434000004,0.044678801483,0.9055,0.0945,nonsignificant
TCEAL8,PanTro,HomSap,0.011,0.0,0.0,0.0,117,0.0,2,1,1.0,0.0,0.0,0.0,TCEAL8,0.0,0.0,0.010967605059,0.6338,0.3662,nonsignificant
TCEAL8,PanTro,PanPan,0.0,0.0,0.0,0.0,117,,2,1,0.0,0.0,0.0,0.0,TCEAL8,,0.0,0.0,0.0,1.0,purifying
TCEAL8,PanTro,GorGor,0.0,0.0,0.0,0.0,117,,2,1,0.0,0.0,0.0,0.0,TCEAL8,,0.0,0.0,0.0,1.0,purifying
TCEAL8,PanTro,PonPyg,0.0,0.0,0.0039,0.0,117,inf,2,1,0.0,0.0,1.0,0.0,TCEAL8,,0.0038628020219999997,0.0,0.0,1.0,positive
TCEAL8,PanTro,PonAbe,0.0,0.0,0.0039,0.0,117,inf,2,1,0.0,0.0,1.0,0.0,TCEAL8,,0.0038628020219999997,0.0,0.0,1.0,positive
TCEAL8,PanTro,SymSyn,0.011,0.0,0.0,0.0,117,0.0,2,1,1.0,0.0,0.0,0.0,TCEAL8,0.0,0.0,0.010857763744,0.6276,0.3724,nonsignificant
TCEAL8,PanTro,MacFas,0.022,0.0,0.0192,0.0,117,0.8724,2,1,2.0,0.0,5.0,0.0,TCEAL8,1.0074227297495455,0.019174279779,0.022119268411000002,0.5225,0.4775,nonsignificant
TCEAL8,HomSap,PanPan,0.011,,0.0,,117,0.0,1,1,1.0,,0.0,,TCEAL8,0.0,0.0,0.010967605059,0.6338,0.3662,nonsignificant
TCEAL8,HomSap,GorGor,0.011,,0.0,,117,0.0,1,1,1.0,,0.0,,TCEAL8,0.0,0.0,0.010967605059,0.6338,0.3662,nonsignificant
TCEAL8,HomSap,PonPyg,0.011,,0.0039,,117,0.3516,1,1,1.0,,1.0,,TCEAL8,0.2700864344598402,0.0038628020219999997,0.010947482483000003,0.6069,0.3931,nonsignificant
TCEAL8,HomSap,PonAbe,0.011,,0.0039,,117,0.3516,1,1,1.0,,1.0,,TCEAL8,0.2700864344598402,0.0038628020219999997,0.010947482483000003,0.6069,0.3931,nonsignificant
TCEAL8,HomSap,SymSyn,0.0219,,0.0,,117,0.0,1,1,2.0,,0.0,,TCEAL8,0.0,0.0,0.021825368706,0.8657,0.1343,nonsignificant
TCEAL8,HomSap,MacFas,0.033,,0.0192,,117,0.5816,1,1,3.0,,5.0,,TCEAL8,0.7561392588947822,0.019174279779,0.033125402406,0.7315,0.2683,nonsignificant
